time,open,high,low,close,volume
2025-05-27 13:30:00+00:00,134.15249633789062,134.7899932861328,133.30999755859375,133.77499389648438,27168609.0
2025-05-27 13:45:00+00:00,133.75999450683594,134.47000122070312,133.60000610351562,134.4499969482422,10935822.0
2025-05-27 14:00:00+00:00,134.45809936523438,135.0,134.41000366210938,134.8292999267578,11702509.0
2025-05-27 14:15:00+00:00,134.8300018310547,135.39999389648438,134.6999969482422,135.2917938232422,10907537.0
2025-05-27 14:30:00+00:00,135.3000030517578,135.45989990234375,134.9499969482422,135.341796875,7429261.0
2025-05-27 14:45:00+00:00,135.35000610351562,135.55999755859375,135.05999755859375,135.22500610351562,6871605.0
2025-05-27 15:00:00+00:00,135.2100067138672,135.39990234375,134.94000244140625,135.17999267578125,5691295.0
2025-05-27 15:15:00+00:00,135.18499755859375,135.36000061035156,135.02000427246094,135.2100067138672,5228696.0
2025-05-27 15:30:00+00:00,135.21499633789062,135.2899932861328,134.83999633789062,135.04010009765625,5327946.0
2025-05-27 15:45:00+00:00,135.0449981689453,135.11000061035156,134.8800048828125,135.05999755859375,4439118.0
2025-05-27 16:00:00+00:00,135.06500244140625,135.4199981689453,135.0238037109375,135.33990478515625,4931005.0
2025-05-27 16:15:00+00:00,135.3300018310547,135.4499969482422,135.1999969482422,135.26199340820312,3885544.0
2025-05-27 16:30:00+00:00,135.26499938964844,135.66000366210938,135.25,135.53500366210938,4654006.0
2025-05-27 16:45:00+00:00,135.53990173339844,135.5399932861328,135.17999267578125,135.2100067138672,3370781.0
2025-05-27 17:00:00+00:00,135.1999969482422,135.60000610351562,135.1999969482422,135.5399932861328,3755487.0
2025-05-27 17:15:00+00:00,135.5399932861328,135.6199951171875,135.38999938964844,135.60000610351562,3374480.0
2025-05-27 17:30:00+00:00,135.6011962890625,135.64999389648438,135.44000244140625,135.55499267578125,3172490.0
2025-05-27 17:45:00+00:00,135.55499267578125,135.64999389648438,135.48500061035156,135.51499938964844,3382153.0
2025-05-27 18:00:00+00:00,135.51499938964844,135.6300048828125,135.24000549316406,135.38499450683594,4112731.0
